Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
Vintage Chipmunk Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260729_050007_06fad0/mock_gallery.png,Kids Room Decor,,"A chipmunk with brown and cream stripes rests beneath a vintage striped beach parasol, embodying a quiet elegance of 1950s leisure. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4546032179?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-15T13:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Chipmunk Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260729_050007_06fad0/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A chipmunk with brown and cream stripes rests beneath a vintage striped beach parasol, embodying a quiet elegance of 1950s leisure. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4546032179?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-18T22:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Chipmunk Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260729_050007_06fad0/mock_study.png,Gift Ideas for New Parents,,"A chipmunk with brown and cream stripes rests beneath a vintage striped beach parasol, embodying a quiet elegance of 1950s leisure. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4546032179?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-22T04:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Animal Art Print | Vintage Hedgehog Illustration,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260731_050001_ade28c/mock_nursery.png,Nursery Wall Art,,"A brown and cream hedgehog perches gracefully on the hood of a 1959 pink Cadillac Eldorado, embodying understated vintage elegance against a serene backdrop. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4547737573?utm_source=pinterest&utm_medium=pin&utm_campaign=A_nursery,2026-08-12T13:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Hedgehog Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260731_050001_ade28c/mock_gallery.png,Kids Room Decor,,"A brown and cream hedgehog perches gracefully on the hood of a 1959 pink Cadillac Eldorado, embodying understated vintage elegance against a serene backdrop. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4547737573?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-15T22:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Hedgehog Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260731_050001_ade28c/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A brown and cream hedgehog perches gracefully on the hood of a 1959 pink Cadillac Eldorado, embodying understated vintage elegance against a serene backdrop. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4547737573?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-19T01:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Hedgehog Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260731_050001_ade28c/mock_study.png,Gift Ideas for New Parents,,"A brown and cream hedgehog perches gracefully on the hood of a 1959 pink Cadillac Eldorado, embodying understated vintage elegance against a serene backdrop. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4547737573?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-22T07:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Animal Art Print | Vintage Duck Illustration,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260805_050001_e07bf3/mock_nursery.png,Nursery Wall Art,,"A refined white duck in vintage roller skates glides gracefully across a mid-century parlor, its orange bill catching soft amber light. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4550023893?utm_source=pinterest&utm_medium=pin&utm_campaign=A_nursery,2026-08-12T22:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Duck Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260805_050001_e07bf3/mock_gallery.png,Kids Room Decor,,"A refined white duck in vintage roller skates glides gracefully across a mid-century parlor, its orange bill catching soft amber light. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4550023893?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-16T01:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Duck Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260805_050001_e07bf3/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A refined white duck in vintage roller skates glides gracefully across a mid-century parlor, its orange bill catching soft amber light. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4550023893?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-19T04:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Duck Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260805_050001_e07bf3/mock_study.png,Gift Ideas for New Parents,,"A refined white duck in vintage roller skates glides gracefully across a mid-century parlor, its orange bill catching soft amber light. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4550023893?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-22T10:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Animal Art Print | Vintage Mallard Duck Illustration,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260806_050001_90ba12/mock_nursery.png,Nursery Wall Art,,"A mallard duck, adorned in emerald and bronze plumage, holds a vintage Sony TC-100 cassette recorder against a muted, mid-century backdrop. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4550808880?utm_source=pinterest&utm_medium=pin&utm_campaign=A_nursery,2026-08-13T01:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Mallard Duck Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260806_050001_90ba12/mock_gallery.png,Kids Room Decor,,"A mallard duck, adorned in emerald and bronze plumage, holds a vintage Sony TC-100 cassette recorder against a muted, mid-century backdrop. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4550808880?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-16T04:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Mallard Duck Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260806_050001_90ba12/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A mallard duck, adorned in emerald and bronze plumage, holds a vintage Sony TC-100 cassette recorder against a muted, mid-century backdrop. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4550808880?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-19T07:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Mallard Duck Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260806_050001_90ba12/mock_study.png,Gift Ideas for New Parents,,"A mallard duck, adorned in emerald and bronze plumage, holds a vintage Sony TC-100 cassette recorder against a muted, mid-century backdrop. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4550808880?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-22T13:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Animal Art Print | Vintage Rabbit Illustration,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260807_050003_b83360/mock_nursery.png,Nursery Wall Art,,"A caramel-brown miniature rabbit clutches a wrapped present before a softly glowing Christmas tree, captured in the understated elegance of mid-century American style. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4551366766?utm_source=pinterest&utm_medium=pin&utm_campaign=A_nursery,2026-08-13T04:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Rabbit Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260807_050003_b83360/mock_gallery.png,Kids Room Decor,,"A caramel-brown miniature rabbit clutches a wrapped present before a softly glowing Christmas tree, captured in the understated elegance of mid-century American style. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4551366766?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-16T07:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Rabbit Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260807_050003_b83360/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A caramel-brown miniature rabbit clutches a wrapped present before a softly glowing Christmas tree, captured in the understated elegance of mid-century American style. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4551366766?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-19T10:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Rabbit Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260807_050003_b83360/mock_study.png,Gift Ideas for New Parents,,"A caramel-brown miniature rabbit clutches a wrapped present before a softly glowing Christmas tree, captured in the understated elegance of mid-century American style. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4551366766?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-22T22:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Animal Art Print | Vintage Penguin Illustration,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260808_050024_252831/mock_nursery.png,Nursery Wall Art,,"A distinguished penguin poises with a Leica M3, its monochrome form mirroring the camera's elegant simplicity—a study in timeless sophistication and refined restraint. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552153669?utm_source=pinterest&utm_medium=pin&utm_campaign=A_nursery,2026-08-13T07:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Penguin Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260808_050024_252831/mock_gallery.png,Kids Room Decor,,"A distinguished penguin poises with a Leica M3, its monochrome form mirroring the camera's elegant simplicity—a study in timeless sophistication and refined restraint. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552153669?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-16T10:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Penguin Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260808_050024_252831/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A distinguished penguin poises with a Leica M3, its monochrome form mirroring the camera's elegant simplicity—a study in timeless sophistication and refined restraint. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4552153669?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-19T13:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Penguin Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260808_050024_252831/mock_study.png,Gift Ideas for New Parents,,"A distinguished penguin poises with a Leica M3, its monochrome form mirroring the camera's elegant simplicity—a study in timeless sophistication and refined restraint. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552153669?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-23T01:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Animal Art Print | Vintage Teddy Bear Illustration,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260809_050011_6a2fc2/mock_nursery.png,Nursery Wall Art,,"A light brown teddy bear pours tea from a Royal Albert floral service in a serene 1950s setting, embodying quiet elegance and timeless charm. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552572020?utm_source=pinterest&utm_medium=pin&utm_campaign=A_nursery,2026-08-13T10:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Teddy Bear Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260809_050011_6a2fc2/mock_gallery.png,Kids Room Decor,,"A light brown teddy bear pours tea from a Royal Albert floral service in a serene 1950s setting, embodying quiet elegance and timeless charm. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552572020?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-16T13:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Teddy Bear Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260809_050011_6a2fc2/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A light brown teddy bear pours tea from a Royal Albert floral service in a serene 1950s setting, embodying quiet elegance and timeless charm. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4552572020?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-19T22:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Teddy Bear Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260809_050011_6a2fc2/mock_study.png,Gift Ideas for New Parents,,"A light brown teddy bear pours tea from a Royal Albert floral service in a serene 1950s setting, embodying quiet elegance and timeless charm. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552572020?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-23T04:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Goat Illustration | Nursery Wall Art,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260810_050009_198fa3/mock_gallery.png,Kids Room Decor,,"A small white and gray goat with delicate horns operates an aqua-green Olivetti Lettera 32 typewriter with quiet composure. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552926107?utm_source=pinterest&utm_medium=pin&utm_campaign=A_gallery,2026-08-16T22:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Goat Art Print for a Quiet Corner,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260810_050009_198fa3/mock_living.png,Little Heirlooms,,"Some things are worth keeping. A favourite song, a familiar chair, a friend who never changes. A small white and gray goat with delicate horns operates an aqua-green Olivetti Lettera 32 typewriter with quiet composure. Part of the NUE Little Heirlooms collection — vintage animal art, nostalgic but never faded.",https://www.etsy.com/listing/4552926107?utm_source=pinterest&utm_medium=pin&utm_campaign=C_living,2026-08-20T01:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
Vintage Goat Art Print — Gift for Animal Lovers,https://raw.githubusercontent.com/nueshopofficial-blip/nue-images/main/images/nursery_20260810_050009_198fa3/mock_study.png,Gift Ideas for New Parents,,"A small white and gray goat with delicate horns operates an aqua-green Olivetti Lettera 32 typewriter with quiet composure. A 1950s-style character illustration printed on premium enhanced matte paper, shipped ready to frame — nursery wall art that works just as well in a study or living room.",https://www.etsy.com/listing/4552926107?utm_source=pinterest&utm_medium=pin&utm_campaign=A_study,2026-08-23T07:00:00,"animal art, animal wall art, vintage animal art, nursery wall art, kids room decor"
